product_name,brands,nutriscore_grade,nova_group,allergens,energy_kcal,fat_100g,saturated_fat_100g,carbs_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,contains_gluten,contains_dairy,contains_nuts,contains_soy,contains_eggs,contains_fish,category,subcategory
Soya Wholebean Unsweetened Drink Uht,Alpro,B,4,"gluten, soybeans",33.0,1.8,0.3,0.0,0.0,0.6,3.3,0.0875,0.035,True,False,False,True,False,False,Plant Based Foods And Beverages,Plant Based Foods
Filippo Berio Extra Virgin Olive Oil Imp,Filippo Berio,B,2,unknown,822.0,91.3,13.9,0.0,0.0,4.8,0.0,0.0,0.0,False,False,False,False,False,False,Plant Based Foods And Beverages,Fats
Wholegrain Mustard,Maille,E,4,mustard,176.0,10.0,0.4,9.4,6.0,0.0,6.9,5.2,2.08,False,False,False,False,False,False,Condiments,Mustards
Strawberry Flavoured Strained Yogurt,Arla,A,4,milk,72.0,0.2,0.1,6.6,6.3,0.0,10.0,0.117,0.047,False,True,False,False,False,False,Dairies,Fermented Milk Products
Scottish Rough Oatcakes,Savour Bakes,D,3,gluten,447.0,17.0,6.9,58.0,1.4,7.6,10.0,1.4,0.56,True,False,False,False,False,False,Snacks,Appetizers
Shredded Wheat,Nestl,A,4,"gluten, nuts, peanuts",387.0,5.4,1.2,68.0,15.0,9.8,12.0,0.04,0.016,True,False,True,False,False,False,Plant Based Foods And Beverages,Breakfasts
Wholemeal Loaf,Warburtons,A,4,"gluten, sesame-seeds, soybeans",260.0,4.6,0.8,35.2,3.2,7.0,16.0,0.885,0.354,True,False,False,True,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Seriously Good Vegan Mayo,Heinz,D,4,mustard,558.0,60.2,4.5,3.0,1.6,0.7,0.5,1.1,0.44,False,False,False,False,False,False,Condiments,Vegetarian Sauces
Duchy Organic Mayonnaise,Waitrose Partners,E,3,eggs,717.0,77.0,8.3,5.1,1.9,0.7,0.9,0.75,0.3,False,False,False,False,True,False,Condiments,Mayonnaises
Full Fat Soft Cheese,Sainsburys,D,3,milk,255.0,24.5,19.0,3.1,3.1,1.6,4.7,0.4925,0.197,False,True,False,False,False,False,Dairies,Fermented Milk Products
Itri Choco,Excelo,E,4,"gluten, milk, soybeans",449.0,21.0,0.0,70.0,35.0,0.0,7.0,2.0,0.8,True,True,False,True,False,False,Snacks,Biscuits And Cakes
Yogo Banan,Extralait,UNKNOWN,4,milk,40.0,2.0,0.0432,5.4,4.2,0.2,0.4,0.03,0.012,False,True,False,False,False,False,Beverages And Beverages Preparations,Dairies
Coca Cola,Coca Cola,UNKNOWN,0,unknown,40.0,0.2,0.0432,5.4,4.2,0.2,0.4,0.03,0.012,False,False,False,False,False,False,Beverages And Beverages Preparations,Carbonated Drinks
Bonne Maman Hazelnut Chocolate Spread,Bonne Maman,E,4,"milk, nuts",551.0,34.0,5.2,53.0,51.0,3.3,6.7,0.1,0.04,False,True,True,False,False,False,Breakfasts,Sweet Spreads
Slice Burger Viva,Slice,UNKNOWN,0,milk,350.0,5.2,0.9,40.0,3.6,4.8,8.0,0.46699999999999997,0.187,False,False,False,False,False,False,Plant Based Foods And Beverages,Fermented Foods
Gg,Gg,E,0,nuts,289.0,33.47,13.7,29.88,0.0,0.0,29.69,2.91,1.164,False,False,False,False,False,False,Heie,Unknown
Frut Max,Marrakech,E,4,gluten,38.0,0.0,0.0,9.5,7.9,0.2,0.0,0.25,0.1,False,False,False,False,False,False,Beverages And Beverages Preparations,Beverages
Mackerel Fillets In Vegetable Oil,Delfy,B,3,"fish, soybeans",180.1,15.6,1.5,0.6,0.0,0.0,30.1,1.25,0.5,False,False,False,True,False,True,Seafood,Fishes
Unknown Product,Unknown,UNKNOWN,0,unknown,144.0,4.0,0.4,7.07,4.0,0.7,1.4,1.7,0.68,False,False,False,False,False,False,Condiments,Fzg
Curly Cacahuete,"Curly, Vico",D,4,"gluten, milk, nuts, peanuts",461.0,20.0,3.0,54.0,1.5,3.8,13.0,1.5,0.6,False,False,True,False,False,False,Plant Based Foods And Beverages,Snacks
Bio Rice Cakes Salted,Sondey,B,3,sesame-seeds,379.0,3.2,0.7,77.0,0.6,3.5,8.7,0.31,0.124,False,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Sucre Cmplet Muscovado,Alter Eco,E,2,unknown,394.0,0.0,0.0,98.0,95.0,0.0,0.5,0.07,0.028,False,False,False,False,False,False,Sweeteners,Brown Sugars
Cappuccino Soluble,Nescafe,C,4,"milk, nuts",54.0,1.0,0.9,9.4,7.1,0.7,1.2,0.12,0.048,False,True,False,False,False,False,Beverages And Beverages Preparations,Plant Based Foods
Nestl Dessert Full Bodied G,"Nestl, Nestl Dessert, Bars",E,4,milk,554.0,37.3,22.4,40.6,34.5,10.6,8.3,0.02,0.008,False,False,False,False,False,False,Snacks,Cocoa And Its Products
Muesli Frutas,Hacendado,C,3,"avena, banana, gluten, nuts",361.0,7.6,3.9,59.0,15.0,10.0,9.1,0.08,0.032,True,False,True,False,False,False,Plant Based Foods And Beverages,Breakfasts
Filets De Sardines Citron Basilic,Saupiquet,C,4,fish,147.0,8.4,2.5,0.5,0.5,0.0,17.0,1.3,0.52,False,False,False,False,False,True,Seafood,Canned Foods
Oasis Pomme Cassis Framboise,Oasis,D,4,unknown,34.0,0.0,0.0,8.1,8.0,0.2,0.0,0.01,0.004,False,False,False,False,False,False,Beverages And Beverages Preparations,Beverages
Muesli Without Added Sugar Grape Fig Date Apricot,Bjorg,A,3,gluten,352.0,5.8,0.9,59.0,14.0,10.0,11.0,0.03,0.012,True,False,False,False,False,False,Plant Based Foods And Beverages,Breakfasts
Mms Peanuts Family Pack,"Mms, Mars",E,4,"milk, nuts, peanuts, soybeans",524.0,26.0,11.0,59.0,53.0,4.8,9.8,0.11,0.044,False,True,True,True,False,False,Plant Based Foods And Beverages,Snacks
Smoked Tofu Almond Sesame,Taifun,D,3,"gluten, nuts, sesame-seeds, soybeans",198.0,12.0,1.9,1.5,0.5,4.8,19.0,1.7,0.68,True,False,True,True,False,False,Plant Based Foods And Beverages,Legumes And Their Products
Original,"Colacao,Idilia Foods",D,4,"gluten, nuts",378.0,2.5,1.6,78.0,70.0,7.8,6.6,0.1,0.04,True,False,True,False,False,False,Beverages And Beverages Preparations,Breakfasts
Corona Extra,Corona,NOT-APPLICABLE,3,gluten,35.0,0.2,0.0432,5.4,4.2,0.2,0.4,0.03,0.012,True,False,False,False,False,False,Beverages And Beverages Preparations,Alcoholic Beverages
"Pet ,L Schweppes Agrumes",Schweppes,D,4,unknown,19.0,0.0,0.0,4.5,4.4,0.0,0.0,0.01,0.004,False,False,False,False,False,False,Beverages And Beverages Preparations,Beverages
Porridge Oats,Simply,A,1,gluten,368.0,8.5,1.25,56.0,1.0,9.0,12.0,0.025,0.01,False,False,False,False,False,False,Plant Based Foods And Beverages,Breakfasts
"Kefir, Mango And Passion Fruit",Yeo Valley,C,4,milk,81.0,2.0,1.3,11.9,9.7,0.0,4.0,0.1075,0.043,False,True,False,False,False,False,Dairies,Fermented Milk Products
Chips Nature,"Lays, Lays",D,3,unknown,508.0,30.0,3.2,53.0,0.5,4.3,6.1,1.1,0.44,False,False,False,False,False,False,Plant Based Foods And Beverages,Snacks
All Butter Shortbread Fingers,Tower Gate,E,3,"gluten, milk, nuts",514.0,27.4,15.4,59.4,13.7,2.29,6.29,2.0,0.8,True,True,False,False,False,False,Snacks,Biscuits And Cakes
Tortilla Wraps Wholemeal,Village Bakery,A,4,gluten,307.1428571,3.75,0.714285714,41.25,1.071428571,7.857142857,7.321428571,0.0,0.0,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Crunchy Avoine Fruits Rouge X G,Nature Valley,D,4,"gluten, nuts, peanuts, soybeans",452.0,16.9,2.62,64.8,30.2,6.19,7.38,0.667,0.267,True,False,True,False,False,False,Snacks,Bars
Belvoir Farm Ginger Cordial,Ginger Cordial,UNKNOWN,0,unknown,17.0,0.0,0.0,4.5,4.5,0.0,0.0,0.0,0.0,False,False,False,False,False,False,Beverages And Beverages Preparations,Beverage Preparations
Rana Spinach And Ricotta Fresh Tortelloni,Rana,C,4,"eggs, gluten, milk, nuts",222.0,6.3,1.7,32.0,4.1,2.6,8.0,0.64,0.256,True,True,False,False,True,False,Plant Based Foods And Beverages,Cereals And Potatoes
Hazelnut Butter Dark Chocolate,Hu,E,3,"milk, nuts",611.0,47.0,22.0,33.0,26.0,9.3,9.4,0.1,0.04,False,False,True,False,False,False,Snacks,Cocoa And Its Products
Salted Butter,Country Life,E,2,milk,737.0,81.7,54.0,0.0,0.0,0.0,0.5,2.032,0.8128,False,True,False,False,False,False,Dairies,Spreads
Tuna In Vegetable Oil,Thon,D,3,fish,321.0,26.3,5.7,0.5,0.5,0.0,21.1,0.51,0.204,False,False,False,False,False,True,Seafood,Canned Foods
Nordic Oat Drink,Arla,C,4,gluten,47.0,1.5,0.1,7.1,3.0,1.0,0.7,0.0975,0.039,True,False,False,False,False,False,Beverages And Beverages Preparations,Beverages
Signal,Signal,UNKNOWN,0,unknown,350.0,5.2,0.9,40.0,3.6,4.8,8.0,0.46699999999999997,0.187,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Tomacouli,Panzani,A,1,unknown,27.0,0.1,0.05,4.5,3.9,1.6,1.2,0.05,0.02,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Compote Pomme Nature,Andros,A,1,unknown,55.0,0.2,0.0,12.0,12.0,1.9,0.3,0.0,0.0,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Jus Dorange Sans Pulpe,Solevita,C,1,unknown,42.0,0.05,0.01,9.0,9.0,4.8,0.7,0.02,0.008,False,False,False,False,False,False,Plant Based Foods And Beverages,Plant Based Foods
Sliced Brioche,Master Jean Pierre,D,4,"eggs, gluten, milk",357.0,12.4,3.6,53.2,10.1,1.6,7.3,1.03,0.412,True,True,False,False,True,False,Snacks,Sweet Pastries And Pies
Krisprolls,Pagen,D,4,gluten,397.0,6.2,2.1,70.0,7.0,7.7,12.0,1.5725,0.629,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Skyr Vanille,Siggis,B,4,milk,85.7,1.93,1.43,8.43,7.71,0.0,8.71,0.1,0.04,False,True,False,False,False,False,Dairies,Fermented Milk Products
Amora Sauce Crudites Nature,Amora,C,4,"eggs, mustard, sesame-seeds",255.0,26.0,2.0,4.9,2.4,0.5,0.5,1.3,0.52,False,False,False,False,True,False,Condiments,Salad Dressings
Roasted Almonds Without Salt,Master Plum,A,1,nuts,637.0,55.0,4.2,5.4,4.5,9.3,25.0,0.0,0.0,False,False,True,False,False,False,Plant Based Foods And Beverages,Nuts And Their Products
Petits Coeurs Chocolat,"Kraft Foods, Lu, Mondelez",E,4,"eggs, gluten, milk, nuts, soybeans",507.0,25.0,16.0,63.0,29.0,2.9,5.9,0.84,0.336,True,True,True,True,False,False,Snacks,Biscuits And Cakes
Guacamole Appetizer Sauce,Old El Paso,B,4,"gluten, milk, sulphites, sulphur-dioxide-and-sulphites",77.0,3.2,0.6,9.5,3.0,1.5,1.7,0.85,0.34,True,True,False,False,False,False,Plant Based Foods And Beverages,Condiments
Schokobons,Kinder,E,4,"milk, nuts, soybeans",576.0,36.6,21.2,52.5,52.2,0.0,8.3,0.28,0.112,False,True,True,True,False,False,Snacks,Cocoa And Its Products
Gazpacho Original,"Alvalle, Pepsico",A,3,unknown,42.0,2.4,0.4,3.5,3.3,1.2,0.9,0.62,0.248,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Pure Butter Shortbread,Mother Poulard,E,4,"eggs, gluten, milk",501.0,21.9,14.6,70.0,19.6,0.0,6.8,0.26,0.104,True,True,False,False,True,False,Snacks,Biscuits And Cakes
Framboise Intense,Lindt Sprngli,E,4,"milk, soybeans",535.0,32.0,19.0,52.0,47.0,7.0,6.1,0.0875,0.035,False,True,False,True,False,False,Snacks,Cocoa And Its Products
Coca Cola Zero,Coca Cola,C,4,unknown,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.008,False,False,False,False,False,False,Beverages,Artificially Sweetened Beverages
Gazpacho Tradicional,Hacendado,A,3,unknown,41.0,2.6,0.4,3.6,3.4,1.1,0.8,0.8,0.32,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Gluten Free Cookies With No Added Sugar,Gullon,C,4,"milk, soybeans",444.0,23.0,6.0,63.0,0.7,4.5,5.5,0.58,0.232,False,False,False,True,False,False,Snacks,Biscuits And Cakes
Golden Mary,Hacendado,D,4,"gluten, milk, sulphur-dioxide-and-sulphites",445.0,18.0,8.3,68.0,0.7,3.9,6.9,0.95,0.38,True,True,False,False,False,False,Snacks,Biscuits And Cakes
Thunfisch,Idk,A,3,fish,109.0,0.5,0.0,0.0,0.0,0.0,26.0,0.9,0.36,False,False,False,False,False,True,Seafood,Canned Foods
Croustibat,Findus,A,4,"fish, gluten",196.0,8.7,1.0,16.0,0.7,0.8,13.0,0.67,0.268,True,False,False,False,False,True,Seafood,Fishes
Crunchy Peanut Butter,"Alcaf, Whole Earth",C,3,"nuts, peanuts",643.0,54.3,7.9,7.4,3.8,6.7,27.7,1.0825,0.433,False,False,True,False,False,False,Plant Based Foods And Beverages,Legumes And Their Products
Rude Almond Organic Drink Imp,Rude Health,D,3,nuts,56.0,1.5,0.3,10.0,4.7,0.5,0.5,0.08,0.032,False,False,True,False,False,False,Beverages And Beverages Preparations,Beverages
Pitted Black Olives In Brine,"Baresa,Lidl",D,3,unknown,134.0,14.0,2.2,0.0,0.0,3.0,0.5,2.0,0.8,False,False,False,False,False,False,Plant Based Foods And Beverages,Pickles
Oatly Semi Oat Drink Imp,Oatly,C,3,gluten,48.0,1.5,0.2,7.0,3.4,0.8,1.1,0.1,0.04,True,False,False,False,False,False,Plant Based Foods And Beverages,Plant Based Foods
Marmite Reduced Salt,Marmite,E,4,"celery, gluten",271.0,0.5,0.1,29.0,0.6,4.8,39.0,6.1,2.44,True,False,False,False,False,False,Plant Based Foods And Beverages,Condiments
Lyles Golden Syrup,Lyles,C,4,unknown,100.0,0.0,0.0,26.2,26.2,0.0,0.0,0.0,0.0,False,False,False,False,False,False,Sweeteners,Simple Syrups
Mixed Nuts,The Foodie Market,C,1,nuts,639.3403442,58.7,5.5,4.3,4.0,10.6,20.3,7.5e-05,3e-05,False,False,True,False,False,False,Plant Based Foods And Beverages,Nuts And Their Products
Superseed Farmhouse,Specially Selected,B,4,gluten,286.0,8.2,1.3,40.1,2.7,5.0,10.4,0.99,0.396,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Soy Natural Unsweetened,Alpro,A,4,soybeans,42.0,2.3,0.4,0.0,0.0,0.9,4.0,0.24,0.096,False,False,False,True,False,False,Plant Based Foods And Beverages,Dairy Substitutes
Joly,Les Conserveries Marocaines Doha,A,3,fish,175.4,4.4,0.7,0.96,0.0,0.0,33.0,1.1684,0.46736,False,False,False,False,False,True,Seafood,Canned Foods
Wholemeal Pitta Breads,Rowan Hill Bakery,A,3,gluten,213.0,1.3,0.3,41.1,2.5,7.2,10.0,0.47,0.188,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Bahia,Bahia,B,1,unknown,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,False,False,False,False,False,False,Beverages And Beverages Preparations,Waters
Tentation,Aiguebelle,D,4,"milk, soybeans",541.0,45.5,27.3,30.3,0.2,4.1,7.0,0.01,0.004,False,False,False,True,False,False,Snacks,Cocoa And Its Products
Vegetable Ham Life,La Vie,B,4,soybeans,115.0,2.1,0.8,3.7,0.7,2.8,19.0,1.6725,0.669,False,False,False,True,False,False,Frozen Foods,Meat Analogues
Belvita Original Chocolate Chip Breakfast,"Lu, Belvita",C,4,"eggs, gluten, milk, nuts, sesame-seeds, soybeans",436.0,14.0,2.0,66.0,16.0,7.1,8.6,0.85,0.34,True,True,False,True,False,False,Snacks,Sweet Snacks
Framboise Intense,Bonne Maman,D,4,unknown,171.0,0.5,0.1,39.0,38.0,2.3,0.7,0.0,0.0,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Ble Cl Pulco Citron Vert,Pulco,B,1,unknown,22.0,0.0,0.0,1.0,0.8,0.2,0.2,0.01,0.004,False,False,False,False,False,False,Beverages And Beverages Preparations,Beverage Preparations
Flocons Davoine Complets,Organic Land Cereals,A,1,"avoine, gluten",371.0,7.0,1.3,60.0,0.9,10.0,12.0,0.01,0.004,True,False,False,False,False,False,Plant Based Foods And Beverages,Breakfasts
Biscuits Topped With Dark Chocolate,Bjorg,D,4,"eggs, gluten, milk, nuts, soybeans",471.0,21.0,7.3,57.0,21.0,7.1,9.7,0.25,0.1,True,True,True,True,False,False,Snacks,Biscuits And Cakes
Meli Melo Gourmand,Tipiak,C,4,"avoine, gluten, lupin",126.0,1.2,0.2,22.0,1.7,2.7,5.1,0.64,0.256,True,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Vegetable Bouillon Cubes,Dmbio,D,3,unknown,380.0,37.0,4.1,5.1,3.7,2.7,5.3,1.2,0.48,False,False,False,False,False,False,Plant Based Foods And Beverages,Spreads
Crunchy Muesli Multi Fruit,"Crownfield,Lidl",D,4,"gluten, milk, nuts, peanuts, soybeans",426.0,13.9,7.0,63.5,24.1,7.6,7.9,0.245,0.098,True,True,True,False,False,False,Plant Based Foods And Beverages,Breakfasts
Cannelle Moulue,"Ducros,Mccormick",NOT-APPLICABLE,1,unknown,257.0,5.2,0.9,40.0,3.6,4.8,8.0,0.46699999999999997,0.187,False,False,False,False,False,False,Plant Based Foods And Beverages,Condiments
Sirop Dagave,"Carrefour Bio,Carrefour",D,1,unknown,300.0,0.0,0.0,75.0,75.0,0.0,0.0,0.03,0.012,False,False,False,False,False,False,Breakfasts,Sweet Spreads
Bridlice Light Fluid Cream Mat Gr,Bridelice,D,4,milk,144.0,12.0,7.8,5.6,4.2,0.0,3.1,0.12,0.048,False,True,False,False,False,False,Dairies,Uht Creams
Spaghetti Senza Glutine,Barilla,B,4,unknown,358.0,1.5,0.3,79.0,0.5,1.1,6.5,0.01,0.004,False,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Berry Delight Bars,Nakd,D,4,nuts,380.0,12.0,2.2,57.0,48.0,8.7,6.7,0.02,0.008,False,False,True,False,False,False,Snacks,Bars
Toast,Brioche Pasquier,C,3,"eggs, gluten, milk, sesame-seeds",403.0,6.6,0.7,72.0,3.3,5.8,11.0,1.3,0.52,True,True,False,False,True,False,Plant Based Foods And Beverages,Cereals And Potatoes
Grana Padano,Milbona,D,3,"eggs, milk",398.0,29.0,18.0,0.0,0.0,0.0,33.0,1.5,0.6,False,True,False,False,True,False,Dairies,Fermented Milk Products
"Beanz In A Rich Tomato Sauce, Organic",Heinz,A,3,unknown,82.0,0.2,0.1,13.2,5.4,3.8,4.9,0.6,0.24,False,False,False,False,False,False,Plant Based Foods And Beverages,Meals
Jus De Cranberry,Ocean Spray,C,4,unknown,10.0,0.0,0.0,1.5,1.5,0.2,0.0,0.04,0.016,False,False,False,False,False,False,Beverages And Beverages Preparations,Beverages
Zero Grenadine Syrup,Teisseire,UNKNOWN,4,unknown,11.0,0.0,0.0,3.1,0.7,0.0,0.0,0.03,0.012,False,False,False,False,False,False,Beverages And Beverages Preparations,Beverage Preparations
Kitkat Cereal,Nestl,D,4,"gluten, milk, nuts",420.0,10.9,4.0,69.4,24.7,6.4,7.8,0.37,0.148,True,True,True,False,False,False,Plant Based Foods And Beverages,Breakfasts
Walkers Ready Salted Crisps Pk,Walkers,C,3,unknown,520.0,31.1,2.22,53.3,0.0,5.11,6.0,0.00211,0.000844,False,False,False,False,False,False,Plant Based Foods And Beverages,Snacks
Bebida De Soja,Hacendado,B,4,soybeans,35.0,1.9,0.3,0.8,0.7,0.7,3.4,0.16,0.064,False,False,False,True,False,False,Beverages And Beverages Preparations,Beverages
Muesli Swiss Style,Harvest Morn,A,4,"gluten, milk, nuts",362.0,4.89,0.889,64.7,12.4,16.0,11.3,0.0222,0.00889,True,True,True,False,False,False,Plant Based Foods And Beverages,Breakfasts
Pom Bear Potato Snacks,Kp Snacks,D,4,unknown,508.0,26.2,3.08,60.8,3.85,5.38,3.85,1.38,0.554,False,False,False,False,False,False,Plant Based Foods And Beverages,Snacks
Greek Style Natural Yogurt,Brooklea,C,1,milk,121.6,10.3,6.4,4.3,3.4,0.0,3.1,0.0875,0.035,False,True,False,False,False,False,Dairies,Fermented Milk Products
Rustic Natural White Sliced Bread,Hacendado,C,4,gluten,265.0,4.5,0.6,47.0,3.8,1.2,9.1,1.1,0.44,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Tasty Wholemeal Thick,Hovis,A,4,"gluten, soybeans",221.0,1.7,0.426,37.9,4.04,6.81,10.0,0.894,0.357,True,False,False,True,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Coconut Milk,Tesco,E,4,nuts,151.0,15.0,13.0,3.2,1.9,0.0,0.9,0.1175,0.047,False,False,False,False,False,False,Plant Based Foods And Beverages,Plant Based Foods
Ketchup Stat G,Star,D,4,unknown,108.0,0.088,0.0,25.7,22.368,0.0,1.128,2.228,0.8912,False,False,False,False,False,False,Condiments,Tomato Sauces
Mustard Powder Imp,"Colmans,Unilever",NOT-APPLICABLE,1,mustard,350.0,5.2,0.9,40.0,3.6,4.8,8.0,0.46699999999999997,0.187,False,False,False,False,False,False,Plant Based Foods And Beverages,Condiments
Soft Cheese,Creamfields,D,4,milk,206.0,19.3,12.0,4.6,3.5,0.0,3.5,1.0,0.4,False,True,False,False,False,False,Dairies,Fermented Milk Products
Actimel,"Danone,Actimel",D,4,milk,74.0,1.8,1.2,13.0,5.0,0.2,1.9,0.0,0.0,False,True,False,False,False,False,Beverages And Beverages Preparations,Dairies
Frutas Mezcladas,Rostoy,D,0,unknown,53.0,0.0,0.0,12.8,12.8,0.2,0.3,0.01,0.004,False,False,False,False,False,False,Beverages And Beverages Preparations,Beverages
Aiguebelle Mini Chocolate,Aiguebelle,UNKNOWN,0,nuts,60.0,15.0,8.0,5.0,26.0,6.0,8.0,0.0,0.0,False,False,False,False,False,False,Snacks,Cocoa And Its Products
Sardine In Vegetable Oil,Marsa,UNKNOWN,3,fish,238.7,14.1,1.5,1.2,0.4,0.0,26.8,1.0,0.4,False,False,False,False,False,True,Seafood,Canned Foods
Luncheon Splendida,Copag,UNKNOWN,4,soybeans,115.0,2.8,1.0,0.7,0.5,0.0,21.0,1.5,0.6,False,False,False,True,False,False,Meats And Their Products,Prepared Meats
Kinder Maxi,"Ferrero, Kinder, Mixte",E,4,"milk, soybeans",566.0,35.0,22.6,53.5,53.3,4.1,8.7,0.313,0.1252,False,True,False,True,False,False,Snacks,Cocoa And Its Products
Filled Cocoa Without Sugar,Gerbl,D,4,"ble, eggs, gluten, lait, milk, oeuf, soybeans",456.0,22.0,4.8,64.0,0.5,3.0,6.7,0.64,0.256,True,True,False,True,True,False,Snacks,Biscuits And Cakes
Organic Sesame Biscuits,"Biscuiterie De Labbaye, Lidl, Sondey",D,3,"eggs, gluten, milk, sesame-seeds, soybeans",481.0,21.0,2.3,61.0,20.0,4.7,9.6,0.5,0.2,True,True,False,False,False,False,Snacks,Biscuits And Cakes
"Golden Grahams,Nestl","Golden Grahams,Nestl",D,4,"gluten, milk",378.0,3.3,0.4,76.8,24.5,6.5,6.9,0.97,0.388,True,False,False,False,False,False,Plant Based Foods And Beverages,Breakfasts
"White Cheese Made From Semi Skimmed Milk, Mat Gr","Dlisse, Landmark Brand",A,3,milk,69.0,3.0,1.9,4.0,4.0,0.0,6.4,0.125,0.05,False,True,False,False,False,False,Dairies,Fermented Milk Products
Salade Compagnie Antibes,Sodebo,C,4,"eggs, fish, gluten, milk, mustard, soybeans, sulphites, sulphur-dioxide-and-sulphites",196.0,9.38,2.41,20.0,4.06,2.5,6.25,0.43,0.172,True,True,False,True,True,True,Meals,Prepared Salads
Excellence Lait Extra Fondant,Lindt,E,4,"gluten, milk, soybeans",569.0,37.0,23.0,51.0,50.0,0.0,6.4,0.28,0.112,True,True,False,True,False,False,Snacks,Cocoa And Its Products
Oriental Couscous Cooked Vegetables And Sliced Chicken,"Ww,Weight Watchers",B,4,"celery, gluten",91.0,1.8,0.3,11.0,2.2,1.4,6.9,0.69,0.276,True,False,False,False,False,False,Meals,Fresh Foods
Pack Cassonade Saint Louis G,Saint Louis,E,2,unknown,396.0,0.0,0.0,99.0,99.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,Sweeteners,Brown Sugars
Cornichons Gurken,Freshona,C,3,"eggs, gluten, milk, mustard, soybeans",35.0,0.3,0.1,5.5,4.5,1.4,1.2,1.2,0.48,True,True,False,True,True,False,Plant Based Foods And Beverages,Cereals And Potatoes
