product_name,brands,nutriscore_grade,nova_group,allergens,energy_kcal,fat_100g,saturated_fat_100g,carbs_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,contains_gluten,contains_dairy,contains_nuts,contains_soy,contains_eggs,contains_fish,category,subcategory
Ricotta And Spinach Tortelloni,"Baresa, Lidl, Ospelt Food Ag",C,4,"eggs, fish, gluten, milk, soybeans, sulphites",203.0,7.04,2.8,27.5,2.48,1.28,6.88,0.574,0.23,True,True,False,False,True,False,Plant Based Foods And Beverages,Cereals And Potatoes
Miel De Flores,Hacendado,E,2,unknown,333.0,0.0,0.0,83.0,79.0,2.9,0.5,0.04,0.016,False,False,False,False,False,False,Breakfasts,Sweet Spreads
Foal Grand Intense Aroma Cocoa,Poulain,E,4,"milk, soybeans",68.0,2.1,1.2,7.5,6.7,1.6,4.2,0.11,0.044,False,False,False,False,False,False,Beverages And Beverages Preparations,Cocoa And Its Products
Tyrrells Sweet Chilli Red Pepper,Tyrrells,B,4,milk,503.0,27.3,0.7,54.1,4.9,6.6,7.0,0.32475,0.1299,False,False,False,False,False,False,Plant Based Foods And Beverages,Snacks
Bavarian Style Sauerkraut,Hengstenberg,C,3,unknown,22.0,0.5,0.1,1.9,1.7,4.8,1.5,1.1,0.44,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Unsweetened Uht Soya Drink,Actileaf,B,4,soybeans,31.0,1.9,0.3,0.1,0.0,0.0,3.4,0.0775,0.031,False,False,False,True,False,False,Plant Based Foods And Beverages,Plant Based Foods
Ferrero Rocher,Ferrero Rocher,E,4,"milk, nuts, soybeans",599.0,43.7,22.4,42.2,39.6,4.1,6.4,0.086,0.0344,False,True,True,True,False,False,Snacks,Cocoa And Its Products
Pringles,Pringles,D,4,"gluten, milk",519.0,29.0,6.3,56.0,3.3,3.9,6.5,1.2,0.48,True,True,False,False,False,False,Snacks,Appetizers
"Alpro Soy Drink, Unsweetened Fresh",Alpro,B,4,soybeans,33.0,1.8,0.3,0.0,0.0,0.6,3.3,0.09,0.036,False,False,False,True,False,False,Beverages And Beverages Preparations,Beverages
Enhanced Protein Powder,Herbalife,B,1,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,Beverages And Beverages Preparations,Waters
Salad Cream Original,"Heinz, Natures Pick",D,4,"eggs, milk, mustard",303.0,23.7,1.8,20.3,17.2,0.0,1.3,1.5,0.6,False,False,False,False,True,False,Condiments,Salad Dressings
Super Seeds Salad Topper,Good U,A,3,soybeans,534.0,38.0,5.4,10.0,2.0,14.0,30.0,0.6,0.24,False,False,False,True,False,False,Plant Based Foods And Beverages,Seeds
Dried Mango,Alesto,D,1,sulphur-dioxide-and-sulphites,290.0,0.2,0.1,67.0,65.0,5.3,2.9,0.01,0.004,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Pesto Basil,Aldi,D,4,"eggs, milk, nuts",395.0,39.0,5.3,6.2,2.8,2.0,3.7,2.2,0.88,False,True,True,False,True,False,Condiments,Pestos
"Wholemeal, Seeds And Grains Loaf",Tesco Finest,A,4,gluten,255.0,5.0,0.909,37.5,2.73,6.36,11.6,0.96,0.384,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Quinoa Red White,Merchant Gourmet,B,3,unknown,184.0,3.2,0.4,31.0,1.2,4.0,5.8,0.01,0.004,False,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Oat Barista Blend,Califia Farms,C,4,gluten,54.0,2.9,0.2,5.8,2.8,0.8,0.8,0.12,0.048,True,False,False,False,False,False,Plant Based Foods And Beverages,Plant Based Foods
Rice Krispies,Kelloggs,C,3,gluten,389.0,1.2,0.4,86.0,7.9,2.9,7.0,1.0,0.4,True,False,False,False,False,False,Plant Based Foods And Beverages,Breakfasts
Chocolate Chip Oat Biscuit Breaks,Nairns,E,4,"gluten, milk, soybeans",475.0,20.5,9.3,62.3,20.5,5.4,7.7,1.08,0.432,True,True,False,True,False,False,Snacks,Biscuits And Cakes
Thon A Lhuile,Tam,A,0,fish,145.0,2.8,2.8,0.2,0.2,0.0,29.6,0.33,0.132,False,False,False,False,False,False,Seafood,Canned Foods
Raibi Grenadine,Chergui,UNKNOWN,0,milk,40.0,0.2,0.0432,5.4,4.2,0.2,0.4,0.03,0.012,False,False,False,False,False,False,Beverages And Beverages Preparations,Dairies
Old English White,Warburton,C,3,"gluten, soybeans",248.0,2.6,0.5,46.4,3.4,2.1,9.4,0.98,0.392,True,False,False,True,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Tortilla Chips,Tesco,C,3,unknown,473.0,20.5,1.8,62.9,0.9,6.3,6.1,0.443,0.177,False,False,False,False,False,False,Snacks,Appetizers
Light Vinaigrette Sesame Oil Soy Sauce Roasted Sesame Seeds Cl,Kelloggs,E,4,"gluten, milk, soybeans",484.0,22.0,12.0,62.0,25.0,4.9,7.0,0.68,0.272,True,True,False,True,False,False,Plant Based Foods And Beverages,Breakfasts
Pains Au Chocolat,Pasquier,D,4,"gluten, milk, soybeans",379.0,17.0,10.0,50.0,14.0,4.8,7.2,0.82,0.328,True,True,False,True,False,False,Snacks,Sweet Pastries And Pies
Citronnade,Pulco,C,4,unknown,23.0,0.0,0.0,5.1,4.8,0.0,0.0,0.0,0.0,False,False,False,False,False,False,Beverages,Sweetened Beverages
Nestl Dessert Absolute G,"Nestl,Nestl Dessert,Bars",E,4,milk,592.0,44.7,26.8,33.0,26.5,10.9,9.0,0.01,0.004,False,True,False,False,False,False,Snacks,Sweet Snacks
Espelette Pepper Goat Cheese,Brets,D,4,"gluten, milk",522.0,31.0,2.6,52.0,2.6,4.8,6.3,1.6,0.64,False,True,False,False,False,False,Plant Based Foods And Beverages,Snacks
Almendra Natural,Hacendado,A,1,nuts,642.0,54.8,4.2,5.9,5.9,12.2,25.2,0.02,0.008,False,False,True,False,False,False,Plant Based Foods And Beverages,Nuts And Their Products
Mints,"Jd Gross, Lidl",E,4,"milk, soybeans",456.0,17.0,10.0,70.0,63.1,4.5,3.5,0.02,0.008,False,True,False,True,False,False,Plant Based Foods And Beverages,Snacks
Coca Cola Ltr,Coca Cola,E,4,unknown,42.0,0.0,0.0,10.6,10.6,0.2,0.0,0.0,0.0,False,False,False,False,False,False,Beverages And Beverages Preparations,Carbonated Drinks
Tosta Rica,Cutara,NOT-APPLICABLE,4,"gluten, milk, sulphites, sulphur-dioxide-and-sulphites",463.0,15.0,1.5,73.0,20.0,2.9,7.5,0.68,0.272,True,True,False,False,False,False,Snacks,Biscuits And Cakes
Raffaello,Ferrero,E,4,"gluten, milk, nuts, soybeans",627.0,48.3,29.5,38.6,33.6,4.1,7.4,0.267,0.1068,True,True,True,True,False,False,Snacks,Biscuits And Cakes
Mature Cheddar Chive,Tyrells,B,4,milk,505.0,27.8,0.78,52.9,3.6,6.5,7.5,0.38325,0.1533,False,True,False,False,False,False,Plant Based Foods And Beverages,Snacks
Teriyakisauce,"Kikkoman, Kikkoman Kikkoman Kk",E,3,"gluten, soybeans, sulphur-dioxide-and-sulphites",99.0,0.0,0.0,12.0,11.0,0.2,6.7,10.2,4.08,True,False,False,True,False,False,Beverages And Beverages Preparations,Condiments
Reduced Fat Soft Cheese,Milbona,A,4,milk,141.0,11.0,1.9,3.0,0.8,0.0,6.9,0.16,0.064,False,True,False,False,False,False,Dairies,Fermented Milk Products
Veganer Schinken Spicker Mortadella,Rgenwald Mill,C,4,"gluten, soybeans",117.0,9.0,0.7,2.9,1.5,8.0,2.2,2.2,0.88,False,False,False,False,False,False,Meat Alternatives,Prepared Meat Cuts Substitutes
Bio Crackers,Lidl,C,3,"gluten, sesame-seeds",447.0,19.0,2.6,49.0,2.0,12.0,14.0,1.8,0.72,True,False,False,False,False,False,Snacks,Appetizers
Couscous Moyen,Dari,A,0,unknown,361.0,2.0,0.1,72.0,1.6,3.3,12.0,0.02,0.008,False,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Organic Soya Unsweetened Uht,Alpro,B,1,soybeans,32.0,1.9,0.3,0.0,0.0,0.6,3.3,0.03,0.012,False,False,False,True,False,False,Beverages And Beverages Preparations,Beverages
Crunchy Canadian Maple Syrup,Nature Valley,NOT-APPLICABLE,4,gluten,464.0,17.9,2.14,64.3,26.9,6.43,8.57,0.774,0.31,False,False,False,False,False,False,Snacks,Bars
Raw Fruit Nut Bar,Nakd,D,4,"arachides, nuts, peanuts",443.0,22.9,4.0,42.9,34.3,9.43,12.0,0.58,0.232,False,False,True,False,False,False,Plant Based Foods And Beverages,Snacks
Shredded Wheat,Nestl,A,1,gluten,367.5,2.25,0.5,68.75,0.75,4.8,11.75,0.05,0.02,True,False,False,False,False,False,Plant Based Foods And Beverages,Breakfasts
Small Chunk Pickle,Branston,E,4,"gluten, sulphites",159.0,0.8,0.3,35.0,29.0,4.8,0.6,3.9,1.56,True,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Coconut Milk,Ktc,E,4,nuts,109.0,11.0,9.7,2.2,1.3,0.0,0.5,0.05,0.02,False,False,False,False,False,False,Plant Based Foods And Beverages,Plant Based Foods
Crunchy Peanut Butter,Maribel,A,1,"nuts, peanuts",350.0,47.9,6.6,12.1,5.8,9.1,27.0,0.01,0.004,False,False,True,False,False,False,Plant Based Foods And Beverages,Legumes And Their Products
Smooth Almond Butter,Pip Nut,A,3,nuts,610.0,53.0,4.3,6.8,4.8,10.0,23.0,0.422,0.169,False,False,True,False,False,False,Plant Based Foods And Beverages,Spreads
Growers Harvest Tomato Pure,Growers,C,1,unknown,84.0,0.38,0.1,14.08,14.08,3.18,4.78,0.48,0.192,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Fruit Mixes,Rostoy Selection,D,4,orange,53.0,0.0,0.0,12.8,12.8,0.2,0.3,0.01,0.004,False,False,False,False,False,False,Beverages And Beverages Preparations,Beverages
Italian Chopped Tomatoes In Tomato Juice,By Sainsburys,A,1,unknown,24.0,0.5,0.1,3.5,3.5,0.9,1.2,0.07,0.028,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Ain Soltan,Ain,A,1,unknown,19.0,0.0,0.0,4.4,3.0,0.0,0.0,0.01,0.004,False,False,False,False,False,False,Beverages,Spring Waters
Oven Baked Sweet Potato Fries,Strong Roots,C,3,unknown,192.5,6.2,0.5,21.0,13.0,4.1,2.1,0.23,0.092,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Tiger Bloomer,Warburtons,C,4,"gluten, soybeans",251.0,2.4,0.533,46.1,2.93,2.13,10.1,0.973,0.389,True,False,False,True,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Cooking Cream,Jaouda,D,1,milk,216.0,18.0,12.5,4.5,0.0,0.0,9.0,0.0,0.0,False,True,False,False,False,False,Dairies,Cremes Allegees En Matiere Grasse
Unknown Product,Unknown,UNKNOWN,0,milk,522.0,25.5,5.1,71.8,71.7,0.0,1.31,0.2675,0.107,False,False,False,False,False,False,Dairies,Fermented Milk Products
Nesquik,Nestl,D,4,soybeans,70.0,1.8,1.1,9.8,9.5,0.4,3.6,0.00014,5.6e-05,False,False,False,True,False,False,Beverages And Beverages Preparations,Sweet Snacks
Nesquik Original,Nestl,D,4,"gluten, soybeans",386.0,3.6,1.6,78.9,75.1,7.7,5.1,0.41,0.164,False,False,False,True,False,False,Beverages And Beverages Preparations,Breakfasts
Low Fat Applesauce,Andros,A,3,unknown,63.0,0.2,0.0,14.0,14.0,1.9,0.3,0.0,0.0,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Activia Bifidus Nature G X,"Activia, Activia Yoghurt Nature, Danone",B,1,milk,62.0,3.4,2.2,4.4,4.4,0.0,3.4,0.12,0.048,False,True,False,False,False,False,Dairies,Fermented Milk Products
Thon Entier Au Naturel,Nixe,A,3,fish,116.0,1.3,0.4,0.0,0.0,0.0,26.0,0.4725,0.189,False,False,False,False,False,True,Seafood,Canned Foods
Semi Thick Light Cream,Bridlice,D,4,milk,194.0,18.0,12.0,5.7,3.8,0.0,2.3,0.12,0.048,False,True,False,False,False,False,Dairies,Cremes Legeres
Pursoup Soup Of Vegetables,Liebig,C,4,"celery, milk",42.4,1.92,0.6,5.2,1.32,0.8,0.72,0.68,0.272,False,True,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Baiocchi Nocciola Snack Mb,"Barilla, Mulino Bianco",D,4,"eggs, gluten, milk, nuts, soybeans",510.0,26.0,5.0,59.0,23.0,4.0,8.0,0.6,0.24,True,True,True,False,True,False,Snacks,Biscuits And Cakes
Amora Mayonnaise De Dijon Flacon Souple G,"Amora, Unilever",C,4,"eggs, mustard",648.0,70.0,5.6,1.6,1.5,0.5,1.2,1.8,0.72,False,False,False,False,True,False,Condiments,Sauces
Lemon Isotonic Drink,"Coca Cola,Aquarius",D,4,unknown,18.0,0.0,0.0,4.4,4.4,0.2,0.0,0.05,0.02,False,False,False,False,False,False,Beverages And Beverages Preparations,Artificially Sweetened Beverages
Feta Plant Based,Violife,E,4,nuts,305.0,29.0,26.0,11.0,0.0,4.8,0.0,1.7,0.68,False,False,False,False,False,False,Plant Based Foods And Beverages,Fermented Foods
Cocoa Powder,"Belbake Lidl, Belbake",UNKNOWN,1,nuts,389.0,21.9,13.9,10.0,0.9,29.1,23.3,0.03,0.012,False,False,False,False,False,False,Cocoa And Its Products,Cocoa Powders
Mcvities Rich Tea Biscuits,Mcvities,E,4,gluten,460.0,15.7,7.4,71.1,18.6,3.0,7.2,0.7975,0.319,True,False,False,False,False,False,Snacks,Biscuits And Cakes
Special K The Original,Kelloggs,D,3,gluten,392.0,1.3,0.3,84.0,15.0,6.0,8.0,2.1,0.84,True,False,False,False,False,False,Plant Based Foods And Beverages,Breakfasts
Barista Oat,Minor Figures,C,4,gluten,46.5,2.0,0.2,6.85,3.25,0.2,0.25,0.104,0.0415,True,False,False,False,False,False,Beverages And Beverages Preparations,Beverages
Snack Day,Snack Day,A,4,"buzagluten, buzaliszt, gluten",309.0,7.6,1.8,53.0,3.3,6.6,10.0,0.00275,0.0011,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Small Chunk Pickle,Branston,E,4,"apple, gluten, sulphites",159.0,0.8,0.3,35.0,29.0,1.7,0.6,3.9,1.56,False,False,False,False,False,False,Condiments,Groceries
Best Of Both Bread,Hovis,C,4,"gluten, soybeans",232.0,1.75,0.25,44.7,3.5,2.5,8.75,0.887,0.355,True,False,False,True,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Organic Bread,Daves Killer Bread,A,4,"gluten, sesame-seeds",214.2857143,1.0,0.0,14.0,3.0,3.0,3.0,0.2625,0.105,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Super Berry Granola,Bio Me,A,4,"gluten, nuts",382.0,12.0,1.7,50.0,9.7,15.0,11.0,0.04,0.016,True,False,True,False,False,False,Plant Based Foods And Beverages,Breakfasts
Tomato Puree,Baresa,B,1,unknown,94.0,0.25,0.0,17.0,17.0,2.2,4.5,0.0975,0.039,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Confiture De Fraise,Confiture,D,4,unknown,255.0,0.0,0.0,63.0,62.0,4.8,0.0,0.0,0.0,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Yeo Valley Salted Butter,Yeo Valley,E,2,milk,745.0,82.0,52.0,0.6,0.6,0.0,0.6,1.5,0.6,False,True,False,False,False,False,Dairies,Spreads
Kefir Protein Original,Biotiful Gut Health,B,0,milk,64.0,0.2,0.12,3.52,3.52,0.2,12.0,0.098,0.0392,False,False,False,False,False,False,Beverages And Beverages Preparations,Dairies
Soft Pitted Dates,Alesto,D,3,unknown,288.0,0.2,0.1,65.2,52.7,7.5,2.5,0.19,0.076,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
White Tiger Bloomer,Black Sheep Craft Bakery,UNKNOWN,4,"gluten, yeast",295.0,7.02,0.877,48.2,3.86,3.16,8.07,0.46699999999999997,0.187,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Peanut Butter,Peanut,B,0,unknown,160.0,14.0,2.0,6.0,1.0,4.8,7.0,0.175,0.07,False,False,False,False,False,False,Plant Based Foods And Beverages,Legumes And Their Products
Crunchy Original,Be,E,4,"gluten, milk, soybeans",530.0,32.87,15.99,51.95,34.13,1.2,6.73,0.13,0.052,True,True,False,True,False,False,Snacks,Biscuits And Cakes
Wheat Rye Sourdough Half Bloomer,Taste The Difference,D,4,"gluten, soybeans",249.0,2.6,0.4,44.9,1.6,5.0,9.0,2.4,0.96,True,False,False,True,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Mara Integral,"Hacendado, Siro",D,4,"gluten, milk, sulphur-dioxide-and-sulphites",410.0,10.0,1.0,66.0,20.0,11.0,8.7,1.4,0.56,True,True,False,False,False,False,Snacks,Biscuits And Cakes
Tiger,Tiger,E,3,unknown,289.0,6.7,1.4,18.8,4.2,2.4,6.2,0.32,0.128,False,False,False,False,False,False,Yz,Unknown
Crunchy Multi Cereal Toasts,Organic Cereal,B,3,"gluten, milk, soybeans",377.0,2.3,0.3,78.0,2.8,2.5,9.9,0.32,0.128,True,True,False,True,False,False,Plant Based Foods And Beverages,Snacks
L Pur Jus Orange Joker New,Joker,C,1,unknown,41.0,0.0,0.0,9.0,8.5,0.0,0.8,0.0,0.0,False,False,False,False,False,False,Plant Based Foods And Beverages,Plant Based Beverages
Sainte Maure,Soignon,D,3,milk,291.0,23.0,16.0,1.0,1.0,0.0,20.0,1.5,0.6,False,True,False,False,False,False,Dairies,Fermented Milk Products
Ricor Original Coffee Chicory,Nestl,UNKNOWN,4,unknown,141.0,0.4,0.09,7.7,7.7,48.7,3.0,0.15,0.06,False,False,False,False,False,False,Beverages And Beverages Preparations,Beverages
Tipiak Fragrant Seed,Tipiak,C,4,"celery, gluten",165.0,1.29,0.214,32.1,1.5,2.36,5.86,0.668,0.267,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Huile Dolive Vierge Extra,Puget,B,2,unknown,900.0,100.0,15.0,0.0,0.0,4.8,0.0,0.0,0.0,False,False,False,False,False,False,Plant Based Foods And Beverages,Fats
Huile Dolive Vierge Extra Bio,Puget,B,2,unknown,900.0,100.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,Plant Based Foods And Beverages,Fats
Cookie Dough,"Ben Jerrys,Unilever",E,4,"eggs, gluten, milk, nuts, soybeans",273.0,15.0,9.2,31.0,25.0,0.4,4.1,0.17,0.068,True,True,False,True,True,False,Desserts,Frozen Desserts
Caramel Flaky Milk Chocolate,Poulain,UNKNOWN,4,"milk, nuts, soybeans",477.5,22.0,8.0,59.0,26.0,4.1,7.1,0.42,0.168,False,True,True,True,False,False,Snacks,Cocoa And Its Products
Cookie Maria,Gullon,C,4,"gluten, soybeans, sulphites, sulphur-dioxide-and-sulphites",408.0,11.0,1.3,75.0,0.5,4.5,7.0,1.0,0.4,True,False,False,True,False,False,Snacks,Biscuits And Cakes
Chicoree Liquide Ml,Leroux,UNKNOWN,1,unknown,40.0,0.2,0.0432,5.4,4.2,0.2,0.4,0.03,0.012,False,False,False,False,False,False,Beverages And Beverages Preparations,Beverages
Soya Vanille,Alpro,C,4,"gluten, soybeans",57.0,1.8,0.3,6.7,6.7,0.5,3.0,0.14,0.056,False,False,False,True,False,False,Beverages And Beverages Preparations,Beverages
Chips De Sarrasin Au Sel De Guerande,Brets,B,3,gluten,567.0,38.0,3.1,45.0,0.6,4.6,8.9,1.1,0.44,False,False,False,False,False,False,Plant Based Foods And Beverages,Snacks
"Bn Strawberry Cookies, G Oz",Bn,E,4,"gluten, milk, nuts, soybeans",398.0,8.4,3.7,75.0,32.0,2.5,5.3,0.48,0.192,True,True,False,False,False,False,Snacks,Biscuits And Cakes
Mint Flavored Green Tea,May Tea,C,4,unknown,14.0,0.0,0.0,3.3,3.3,0.0,0.0,0.03,0.012,False,False,False,False,False,False,Beverages And Beverages Preparations,Beverages
Brie President,President,D,3,milk,347.0,31.0,22.0,0.5,0.5,0.0,17.0,1.2,0.48,False,True,False,False,False,False,Dairies,Fermented Milk Products
Lben,"Soummam,",B,0,milk,40.13,1.65,1.13,3.62,3.62,0.0,2.7,0.07,0.028,False,True,False,False,False,False,Beverages And Beverages Preparations,Dairies
Menguys Crunchy Peanut Butter,Menguys,C,3,"gluten, milk, nuts, peanuts, soybeans",629.0,52.0,9.3,12.0,8.5,6.7,25.0,0.73,0.292,False,True,True,False,False,False,Plant Based Foods And Beverages,Legumes And Their Products
Anacardo Natural,Hacendado,B,1,nuts,604.0,48.2,8.2,22.6,7.7,3.6,21.9,0.0,0.0,False,False,True,False,False,False,Plant Based Foods And Beverages,Nuts And Their Products
Vegemite Yeast Extract,Vegemite,D,4,"celery, gluten",174.0,0.9,0.1,11.1,2.4,8.4,25.9,8.39,3.356,True,False,False,False,False,False,Plant Based Foods And Beverages,Spreads
Complet Au Sarrasin,Gerbl,A,4,"milk, soybeans",224.0,3.6,0.5,33.0,4.2,15.0,7.5,1.1,0.44,False,False,False,True,False,False,Plant Based Foods And Beverages,Snacks
Black Beans In Water,Tesco,A,4,unknown,109.0,0.5,0.1,16.6,0.5,6.4,6.3,0.01,0.004,False,False,False,False,False,False,Plant Based Foods And Beverages,Legumes And Their Products
Batchelors Mushy Original,Batchelors,C,4,unknown,88.0,0.4,0.2,13.1,1.4,3.9,5.9,0.45,0.18,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Strawberry Bio Live Yoghurt,Yeo Valley,C,4,milk,98.0,4.0,2.8,10.9,10.7,0.0,4.5,0.1575,0.063,False,True,False,False,False,False,Dairies,Fermented Milk Products
Nyc Bagels Wholemeal,New York Bakery,A,4,gluten,252.0,1.9,0.3,44.9,6.4,6.2,10.7,0.78,0.312,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Rosemary Sea Salt Thins,Ryvita,C,4,gluten,386.0,4.29,0.857,68.6,2.86,8.57,12.9,1.68,0.671,True,False,False,False,False,False,Plant Based Foods And Beverages,Snacks
Baked Sea Salt,Walkers,C,4,unknown,438.0,13.0,1.4,73.0,5.4,6.3,5.9,0.85,0.34,False,False,False,False,False,False,Plant Based Foods And Beverages,Snacks
Authentic Greek Yoghurt,Taste The Difference,C,1,milk,137.0,10.7,7.4,4.1,3.2,0.2,6.0,0.107,0.043,False,True,False,False,False,False,Dairies,Fermented Milk Products
Coconut Milk,"Aldi, Asia Specialities",C,4,nuts,146.0,14.2,12.9,3.1,1.5,0.6,1.2,0.06,0.024,False,False,False,False,False,False,Plant Based Foods And Beverages,Plant Based Creams
Pizza Base With Tomato Sauce,Crosta Mollica,C,3,gluten,227.0,3.4,0.57,41.0,4.2,3.0,7.0,1.2,0.48,True,False,False,False,False,False,Meals,Pizzas
Bisto,Bisto,C,4,gluten,12.0,1.0,0.2,3.2,1.0,1.0,1.0,1.24,0.496,True,False,False,False,False,False,Condiments,Groceries
Salt And Vinegar Flavour Rice And Corn Cakes,Snack A Jacks,C,4,unknown,410.0,5.71,0.952,78.1,0.952,3.81,8.57,1.33,0.533,False,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Intense Dark Chocolate Cocoa Solids,Marks Spencer,D,3,milk,632.0,52.6,32.0,25.4,17.2,10.2,9.1,0.0,0.0,False,False,False,False,False,False,Snacks,Cocoa And Its Products
Ciabatta Rolls,Aldi,B,3,gluten,267.0,2.4,0.5,49.4,2.8,3.2,10.4,0.62,0.248,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Natural Ingredients Buttery,Flora,E,4,"gluten, milk, nuts",677.0,75.0,28.0,0.5,0.5,0.0,0.5,1.3,0.52,False,False,False,False,False,False,Plant Based Foods And Beverages,Fats
Ketchup,Batts,D,4,unknown,99.0,0.1,0.0,21.6,19.3,1.2,1.2,1.0325,0.413,False,False,False,False,False,False,Condiments,Tomato Sauces
Mie,Harrys,C,4,gluten,266.0,4.2,0.4,48.0,7.7,4.0,7.0,1.1,0.44,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
La Barquette Chocolat,Lu,E,4,"eggs, gluten, milk, nuts, soybeans",489.0,23.0,2.9,62.0,47.0,2.6,6.5,0.34,0.136,True,True,True,True,True,False,Snacks,Sweet Snacks
Oriental Tabbouleh,Saladinettes,C,3,gluten,183.0,6.7,0.8,25.0,5.4,2.1,4.5,0.9,0.36,True,False,False,False,False,False,Meals,Tabbouleh
The Classic Soy And Wheat,"Nestl, Garden Gourmet",A,4,"eggs, gluten, sesame-seeds, soybeans",191.0,8.7,0.7,4.0,3.2,6.4,21.0,1.3,0.52,True,False,False,True,True,False,Plant Based Foods And Beverages,Meat Alternatives
Bulles De Fruits Pamplemousse Touche De Citron,Badoit,C,4,unknown,21.0,0.5,0.0,4.9,4.9,0.5,0.5,0.06,0.024,False,False,False,False,False,False,Beverages And Beverages Preparations,Waters
Tomaten Passiert,Baresa,A,3,unknown,25.0,0.2,0.1,3.8,3.8,1.0,1.6,0.39,0.156,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Amora Sauce Burger G,Amora,D,4,"eggs, fish, gluten, mustard, soybeans",240.0,21.0,1.7,11.0,6.9,0.6,1.1,1.3,0.52,True,False,False,True,True,True,Condiments,American Style Sauces
Oasis Tropical,"Oasis,Oasis Tropical",D,4,"apple, orange",28.0,0.0,0.0,6.6,6.6,0.2,0.1,0.03,0.012,False,False,False,False,False,False,Beverages And Beverages Preparations,Beverages
Brandade De Morue,Briau,B,4,"fish, gluten, milk, sesame-seeds, soybeans",158.0,10.0,1.3,7.7,0.8,1.5,8.2,0.66,0.264,False,True,False,False,False,True,Meals,Refrigerated Foods
Pine Sap Candy,"La Vosgienne, Mondelez",E,4,nuts,390.0,0.0,0.0,97.5,74.0,0.0,0.1,0.0,0.0,False,False,False,False,False,False,Snacks,Cocoa And Its Products
Kelloggs Trsor Chocolate Hazelnut Cereals Kg,Kelloggs,E,4,"gluten, milk, nuts",456.0,14.0,3.5,69.0,26.0,3.5,7.0,1.1,0.44,True,True,True,False,False,False,Plant Based Foods And Beverages,Breakfasts
Black Rock Creation,Lindt,E,4,"gluten, milk, nuts, soybeans",564.0,37.0,18.0,48.0,44.0,4.1,6.6,0.08,0.032,True,True,True,True,False,False,Snacks,Cocoa And Its Products
Cacao Puro Natural,Valor,UNKNOWN,1,nuts,339.0,11.0,6.9,17.0,1.0,34.0,25.0,0.05,0.02,False,False,False,False,False,False,Cocoa And Its Products,Cocoa Powders
Digestive Muesli,Gullon,D,4,"gluten, soybeans",462.0,18.0,2.0,64.0,21.0,7.0,7.5,0.7,0.28,True,False,False,True,False,False,Snacks,Biscuits And Cakes
Philadelphia G,"Mondelez, Mondelz International, Philadelphia, Philadelphia Mondelz International",UNKNOWN,4,milk,226.0,21.0,5.1,4.3,4.3,0.2,5.4,0.74,0.296,False,True,False,False,False,False,Dairies,Fermented Milk Products
Fresh Milk Breads Without Added Sugar G,The Baker,D,4,"eggs, gluten, milk",324.0,10.0,2.1,47.0,4.6,3.0,10.0,0.82,0.328,True,True,False,False,True,False,Snacks,Sweet Pastries And Pies
Pomme De Terre Nature,"Lays, Lays",D,3,unknown,540.0,35.0,3.7,54.0,0.5,3.9,6.2,1.1,0.44,False,False,False,False,False,False,Plant Based Foods And Beverages,Snacks
